what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1315940934721
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1315940934722
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1315940934722
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1315940934723
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1315940934723
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1315940934723
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1315940934724
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1315940934725
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1315940934725
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1315940934727
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1315940934727
os,sysinfo,,,"linux",1315940934730
arch,sysinfo,,,"x86",1315940934730
ws,sysinfo,,,"gtk",1315940934730
locale,sysinfo,,,"en_US",1315940934730
processors,sysinfo,,,"1",1315940934730
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1315940934730
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1315940934730
java.specification.name,sysinfo,,,"Java Platform API Specification",1315940934730
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1315940934730
java.specification.version,sysinfo,,,"1.6",1315940934730
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1315940934730
java.version,sysinfo,,,"1.6.0_26",1315940934730
java.vm.info,sysinfo,,,"mixed mode, sharing",1315940934730
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1315940934730
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1315940934730
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1315940934730
java.vm.specification.version,sysinfo,,,"1.0",1315940934730
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1315940934730
java.vm.version,sysinfo,,,"20.1-b02",1315940934730
error,log,,,"The URL ""bundleentry://57.fwk14978587/icons/elcl16/newmngcc_app.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940935440
error,log,,,"The URL ""bundleentry://57.fwk14978587/icons/etool16/newfolder_wiz.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940935453
error,log,,,"The URL ""bundleentry://57.fwk14978587/icons/etool16/newhfile_wiz.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940935459
error,log,,,"The URL ""bundleentry://57.fwk14978587/icons/etool16/newfile_wiz.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940935463
error,log,,,"The URL ""bundleentry://181.fwk14978587/icons/etool16/task-new.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940935468
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1315940941953
error,log,,,"The URL ""bundleresource://154.fwk14978587/org/eclipse/jface/wizard/images/stop.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940941987
error,log,,,"The URL ""bundleresource://154.fwk14978587/org/eclipse/jface/wizard/images/page.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940942181
error,log,,,"The URL ""bundleresource://154.fwk14978587/org/eclipse/jface/dialogs/images/message_error.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940942198
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315940942288
error,log,,,"Invalid project description.",1315940956366
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315940956442
error,log,,,"The URL ""bundleentry://57.fwk14978587/icons/elcl16/newmngcc_app.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940961959
error,log,,,"The URL ""bundleentry://57.fwk14978587/icons/etool16/newfolder_wiz.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940961966
error,log,,,"The URL ""bundleentry://57.fwk14978587/icons/etool16/newhfile_wiz.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940961971
error,log,,,"The URL ""bundleentry://57.fwk14978587/icons/etool16/newfile_wiz.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940961976
error,log,,,"The URL ""bundleentry://181.fwk14978587/icons/etool16/task-new.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940961982
error,log,,,"The URL ""bundleresource://154.fwk14978587/org/eclipse/jface/wizard/images/stop.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940965118
error,log,,,"The URL ""bundleresource://154.fwk14978587/org/eclipse/jface/wizard/images/page.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940965131
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315940965203
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1315940979969
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1315940980121
started,bundle,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.core",1315940980137
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315940980575
error,log,,,"The URL ""bundleentry://230.fwk14978587/icons/full/dlcl16/pin.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940980858
error,log,,,"The URL ""bundleentry://230.fwk14978587/icons/full/clcl16/pin.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940980866
error,log,,,"The URL ""bundleentry://230.fwk14978587/icons/full/elcl16/new_con.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940980881
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1315940980894
error,log,,,"The URL ""bundleentry://57.fwk14978587/icons/dlcl16/search_next.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940981255
error,log,,,"The URL ""bundleentry://57.fwk14978587/icons/elcl16/search_next.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940981259
error,log,,,"The URL ""bundleentry://57.fwk14978587/icons/dlcl16/search_prev.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940981265
error,log,,,"The URL ""bundleentry://57.fwk14978587/icons/elcl16/search_prev.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940981270
error,log,,,"The URL ""bundleentry://227.fwk14978587/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940981275
error,log,,,"The URL ""bundleentry://227.fwk14978587/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1315940981280
